"Layer";"Node";"Label";"Degree";"DegreeIn";"DegreeOut";"Strength";"StrengthIn";"StrengthOut";"PageRank";"Eigenvector";"Hub";"Authority";"Katz";"Multiplexity";"Kcore"
"1";1;"I1";0;0;0;"-";"-";"-";0.105654471792056;0;4.92042542430967e-18;4.92042542430967e-18;0;"-";"-"
"1";2;"I3";0;0;0;"-";"-";"-";0.105654471792056;0;4.92042542430967e-18;4.92042542430967e-18;0;"-";"-"
"1";3;"W1";0;0;0;"-";"-";"-";0.105654471792056;0;4.92042542430967e-18;4.92042542430967e-18;0;"-";"-"
"1";4;"W2";0;0;0;"-";"-";"-";0.105654471792056;0;4.92042542430967e-18;4.92042542430967e-18;0;"-";"-"
"1";5;"W3";0;0;0;"-";"-";"-";0.105654471792056;0;4.92042542430967e-18;4.92042542430967e-18;0;"-";"-"
"1";6;"W4";8;4;4;"-";"-";"-";0.613232723893958;0.62092944979509;0.62092944979509;0.62092944979509;0.620929114272582;"-";"-"
"1";7;"W5";6;3;3;"-";"-";"-";0.483276368333625;0.481012358202494;0.481012358202494;0.481012358202494;0.481012066064416;"-";"-"
"1";8;"W6";14;7;7;"-";"-";"-";1;1;1;1;1;"-";"-"
"1";9;"W7";10;5;5;"-";"-";"-";0.733862304087048;0.791143700992127;0.791143700992126;0.791143700992126;0.79114296879005;"-";"-"
"1";10;"W8";10;5;5;"-";"-";"-";0.730075481401634;0.814982607685775;0.814982607685775;0.814982607685775;0.814981659389855;"-";"-"
"1";11;"W9";10;5;5;"-";"-";"-";0.732145791866701;0.805097196904701;0.805097196904701;0.805097196904701;0.805096441293865;"-";"-"
"1";12;"S1";10;5;5;"-";"-";"-";0.740478654620775;0.762911171697594;0.762911171697594;0.762911171697594;0.762910730574851;"-";"-"
"1";13;"S2";0;0;0;"-";"-";"-";0.105654471792056;0;4.92042542430967e-18;4.92042542430967e-18;0;"-";"-"
"1";14;"S4";8;4;4;"-";"-";"-";0.601833838039235;0.679805792676388;0.679805792676388;0.679805792676388;0.679804799448875;"-";"-"
"2";1;"I1";8;4;4;"-";"-";"-";0.672898404242818;0.735549573425621;0.735549573425621;0.735549573425621;0.735548486902387;"-";"-"
"2";2;"I3";0;0;0;"-";"-";"-";0.12546609147359;0;3.86895546049134e-17;3.86895546049134e-17;0;"-";"-"
"2";3;"W1";12;6;6;"-";"-";"-";0.961702318174016;1;1;1;1;"-";"-"
"2";4;"W2";10;5;5;"-";"-";"-";0.815934279678064;0.87632951691107;0.876329516911071;0.876329516911071;0.876328570911156;"-";"-"
"2";5;"W3";12;6;6;"-";"-";"-";0.961702318174016;1;1;1;1;"-";"-"
"2";6;"W4";12;6;6;"-";"-";"-";0.961702318174016;1;1;1;1;"-";"-"
"2";7;"W5";10;5;5;"-";"-";"-";0.842943368776466;0.775411115247346;0.775411115247346;0.775411115247346;0.775415068248455;"-";"-"
