"Layer";"Node";"Label";"Degree";"DegreeIn";"DegreeOut";"Strength";"StrengthIn";"StrengthOut";"PageRank";"Eigenvector";"Hub";"Authority";"Katz";"Multiplexity";"Kcore"
"1";1;"ROMUL_10";1;1;0;"-";"-";"-";0.0850866963293557;0.030969577495543;0;0.0440095213863335;0.0309702156716712;"-";"-"
"1";2;"BONAVEN_5";3;0;3;"-";"-";"-";0.0560527109062535;8.77405314987677e-18;0.474964996326281;0;0;"-";"-"
"1";3;"AMBROSE_9";3;0;3;"-";"-";"-";0.0560527109062535;8.77405314987677e-18;0.403888168187263;0;0;"-";"-"
"1";4;"BERTH_6";9;5;4;"-";"-";"-";0.691636576459981;0.741928396637713;0.503804939310469;0.591925741908478;0.741928476952335;"-";"-"
"1";5;"PETER_4";11;8;3;"-";"-";"-";1;1;0.122834878293678;1;1;"-";"-"
"1";6;"LOUIS_11";6;2;4;"-";"-";"-";0.108722562117187;0.0609695232534622;0.317631554618428;0.132242142463115;0.0609701143634979;"-";"-"
"1";7;"VICTOR_8";7;4;3;"-";"-";"-";0.350056668042894;0.403251181472455;0.342860758165058;0.337892054748336;0.403251763344329;"-";"-"
"1";8;"WINF_12";0;0;0;"-";"-";"-";0.0560527109062535;8.77405314987677e-18;0;0;0;"-";"-"
"1";9;"JOHN_1";5;2;3;"-";"-";"-";0.352588069639531;0.303770267138155;0.241569460030243;0.0367120874168861;0.303768808563269;"-";"-"
"1";10;"GREG_2";8;5;3;"-";"-";"-";0.780886638378246;0.713915619244145;0.70980289311083;0.222593190514276;0.713913682185806;"-";"-"
"1";11;"HUGH_14";7;2;5;"-";"-";"-";0.247310738878997;0.206827894080118;0.592932887501609;0.0303508239289182;0.206826906232743;"-";"-"
"1";12;"BONI_15";5;0;5;"-";"-";"-";0.0560527109062535;8.77405314987677e-18;0.843225390536748;0;0;"-";"-"
"1";13;"MARK_7";7;2;5;"-";"-";"-";0.426361799249673;0.462382619719323;1;0.145735059882943;0.462380370473537;"-";"-"
"1";14;"ALBERT_16";5;1;4;"-";"-";"-";0.0692547363061977;0.00898641545011944;0.911286041181758;0.0207010301015493;0.00898691004454373;"-";"-"
"1";15;"AMAND_13";6;3;3;"-";"-";"-";0.244690494737273;0.196679682890712;0.454676012301758;0.188512494965425;0.196679480465183;"-";"-"
"1";16;"BASIL_3";12;9;3;"-";"-";"-";0.642345350814581;0.659846399035888;0.701525356871355;0.634962659245039;0.659846125452993;"-";"-"
"1";17;"ELIAS_17";11;8;3;"-";"-";"-";0.430123120560119;0.438865723493014;0.654914227528132;0.559746991188378;0.438868658735132;"-";"-"
"1";18;"SIMP_18";10;6;4;"-";"-";"-";0.273261039276255;0.21011719141466;0.675271357385631;0.334581241132267;0.210120248175081;"-";"-"
"2";1;"ROMUL_10";2;2;0;"-";"-";"-";0.117466097725548;0.0475981599738668;0;0.0960361337450946;0.0475989315242578;"-";"-"
"2";2;"BONAVEN_5";0;0;0;"-";"-";"-";0.054351346684056;0;0;1.4330940841776e-17;0;"-";"-"
"2";3;"AMBROSE_9";3;0;3;"-";"-";"-";0.054351346684056;0;0.393038816447727;6.47307154463616e-17;0;"-";"-"
"2";4;"BERTH_6";8;4;4;"-";"-";"-";0.365209251213882;0.304308891879281;0.580349748725202;0.480857334593278;0.304312773444875;"-";"-"
"2";5;"PETER_4";11;8;3;"-";"-";"-";0.915397155217963;0.911236942715303;0.450315644348622;1;0.911238378714463;"-";"-"
"2";6;"LOUIS_11";3;0;3;"-";"-";"-";0.054351346684056;0;0.600740504687857;6.47307154463616e-17;0;"-";"-"
"2";7;"VICTOR_8";8;5;3;"-";"-";"-";0.535617526167032;0.483901254871365;0.594705767330499;0.472575070233677;0.483901576939368;"-";"-"
