"Layer";"Node";"Label";"Strength";"StrengthIn";"StrengthOut";"Degree";"DegreeIn";"DegreeOut";"PageRank";"Eigenvector";"Hub";"Authority";"Katz";"Multiplexity";"Kcore"
"1-Multi";1;"ROMUL_10";"-";"-";"-";14;11;3;0.35625229149633;1;1.82938934626127e-16;0.0440095213863337;0.000141629655829394;"-";"-"
"1-Multi";2;"BONAVEN_5";"-";"-";"-";29;14;15;0.304585171785582;1;0.47496499632628;2.60554589950079e-16;0.574581348122336;"-";"-"
"1-Multi";3;"AMBROSE_9";"-";"-";"-";28;9;19;0.297938067185506;1;0.403888168187263;3.32511668108434e-16;0.582302095635577;"-";"-"
"1-Multi";4;"BERTH_6";"-";"-";"-";50;24;26;0.514124303335063;1;0.503804939310469;0.591925741908477;0.89263476602307;"-";"-"
"1-Multi";5;"PETER_4";"-";"-";"-";71;47;24;1;1;0.122834878293678;1;0.539419769429176;"-";"-"
"1-Multi";6;"LOUIS_11";"-";"-";"-";44;20;24;0.364998908895746;1;0.317631554618427;0.132242142463115;0.593700674680329;"-";"-"
"1-Multi";7;"VICTOR_8";"-";"-";"-";45;20;25;0.398738794993359;1;0.342860758165056;0.337892054748336;0.616433568290568;"-";"-"
"1-Multi";8;"WINF_12";"-";"-";"-";28;16;12;0.380119085785287;1;1.69569610709115e-15;8.77255513727377e-16;0.000210731129560018;"-";"-"
"1-Multi";9;"JOHN_1";"-";"-";"-";50;26;24;0.61720117908962;1;0.241569460030244;0.0367120874168882;0.67457343511214;"-";"-"
"1-Multi";10;"GREG_2";"-";"-";"-";63;41;22;0.955932502843778;1;0.709802893110827;0.222593190514279;0.500649507605357;"-";"-"
"1-Multi";11;"HUGH_14";"-";"-";"-";46;16;30;0.349150549638368;1;0.592932887501609;0.0303508239289187;0.808695102566227;"-";"-"
"1-Multi";12;"BONI_15";"-";"-";"-";41;14;27;0.2222076719254;1;0.843225390536747;4.78575894043711e-16;0.693075463852308;"-";"-"
"1-Multi";13;"MARK_7";"-";"-";"-";49;20;29;0.451951667019376;1;1;0.145735059882944;1;"-";"-"
"1-Multi";14;"ALBERT_16";"-";"-";"-";39;11;28;0.238067747280331;1;0.911286041181757;0.0207010301015498;0.700599267992797;"-";"-"
"1-Multi";15;"AMAND_13";"-";"-";"-";41;18;23;0.268264250340654;1;0.454676012301758;0.188512494965425;0.627118390060152;"-";"-"
"1-Multi";16;"BASIL_3";"-";"-";"-";57;31;26;0.435379354669608;1;0.701525356871353;0.634962659245039;0.575550554475112;"-";"-"
"1-Multi";17;"ELIAS_17";"-";"-";"-";52;33;19;0.336573366968834;1;0.654914227528133;0.559746991188377;0.644630969160945;"-";"-"
"1-Multi";18;"SIMP_18";"-";"-";"-";49;27;22;0.310210238179062;1;0.675271357385631;0.334581241132267;0.694700143248812;"-";"-"
"2-Multi";1;"ROMUL_10";"-";"-";"-";14;11;3;0.35625229149633;1;1.82938934626127e-16;0.0440095213863337;0.000141629655829394;"-";"-"
"2-Multi";2;"BONAVEN_5";"-";"-";"-";29;14;15;0.304585171785582;1;0.47496499632628;2.60554589950079e-16;0.574581348122336;"-";"-"
"2-Multi";3;"AMBROSE_9";"-";"-";"-";28;9;19;0.297938067185506;1;0.403888168187263;3.32511668108434e-16;0.582302095635577;"-";"-"
"2-Multi";4;"BERTH_6";"-";"-";"-";50;24;26;0.514124303335063;1;0.503804939310469;0.591925741908477;0.89263476602307;"-";"-"
"2-Multi";5;"PETER_4";"-";"-";"-";71;47;24;1;1;0.122834878293678;1;0.539419769429176;"-";"-"
"2-Multi";6;"LOUIS_11";"-";"-";"-";44;20;24;0.364998908895746;1;0.317631554618427;0.132242142463115;0.593700674680329;"-";"-"
"2-Multi";7;"VICTOR_8";"-";"-";"-";45;20;25;0.398738794993359;1;0.342860758165056;0.337892054748336;0.616433568290568;"-";"-"
"2-Multi";8;"WINF_12";"-";"-";"-";28;16;12;0.380119085785287;1;1.69569610709115e-15;8.77255513727377e-16;0.000210731129560018;"-";"-"
"2-Multi";9;"JOHN_1";"-";"-";"-";50;26;24;0.61720117908962;1;0.241569460030244;0.0367120874168882;0.67457343511214;"-";"-"
"2-Multi";10;"GREG_2";"-";"-";"-";63;41;22;0.955932502843778;1;0.709802893110827;0.222593190514279;0.500649507605357;"-";"-"
"2-Multi";11;"HUGH_14";"-";"-";"-";46;16;30;0.349150549638368;1;0.592932887501609;0.0303508239289187;0.808695102566227;"-";"-"
"2-Multi";12;"BONI_15";"-";"-";"-";41;14;27;0.2222076719254;1;0.843225390536747;4.78575894043711e-16;0.693075463852308;"-";"-"
"2-Multi";13;"MARK_7";"-";"-";"-";49;20;29;0.451951667019376;1;1;0.145735059882944;1;"-";"-"
"2-Multi";14;"ALBERT_16";"-";"-";"-";39;11;28;0.238067747280331;1;0.911286041181757;0.0207010301015498;0.700599267992797;"-";"-"
"2-Multi";15;"AMAND_13";"-";"-";"-";41;18;23;0.268264250340654;1;0.454676012301758;0.188512494965425;0.627118390060152;"-";"-"
"2-Multi";16;"BASIL_3";"-";"-";"-";57;31;26;0.435379354669608;1;0.701525356871353;0.634962659245039;0.575550554475112;"-";"-"
"2-Multi";17;"ELIAS_17";"-";"-";"-";52;33;19;0.336573366968834;1;0.654914227528133;0.559746991188377;0.644630969160945;"-";"-"
"2-Multi";18;"SIMP_18";"-";"-";"-";49;27;22;0.310210238179062;1;0.675271357385631;0.334581241132267;0.694700143248812;"-";"-"
"3-Multi";1;"ROMUL_10";"-";"-";"-";14;11;3;0.35625229149633;1;1.82938934626127e-16;0.0440095213863337;0.000141629655829394;"-";"-"
"3-Multi";2;"BONAVEN_5";"-";"-";"-";29;14;15;0.304585171785582;1;0.47496499632628;2.60554589950079e-16;0.574581348122336;"-";"-"
"3-Multi";3;"AMBROSE_9";"-";"-";"-";28;9;19;0.297938067185506;1;0.403888168187263;3.32511668108434e-16;0.582302095635577;"-";"-"
"3-Multi";4;"BERTH_6";"-";"-";"-";50;24;26;0.514124303335063;1;0.503804939310469;0.591925741908477;0.89263476602307;"-";"-"
"3-Multi";5;"PETER_4";"-";"-";"-";71;47;24;1;1;0.122834878293678;1;0.539419769429176;"-";"-"
"3-Multi";6;"LOUIS_11";"-";"-";"-";44;20;24;0.364998908895746;1;0.317631554618427;0.132242142463115;0.593700674680329;"-";"-"
"3-Multi";7;"VICTOR_8";"-";"-";"-";45;20;25;0.398738794993359;1;0.342860758165056;0.337892054748336;0.616433568290568;"-";"-"
"3-Multi";8;"WINF_12";"-";"-";"-";28;16;12;0.380119085785287;1;1.69569610709115e-15;8.77255513727377e-16;0.000210731129560018;"-";"-"
"3-Multi";9;"JOHN_1";"-";"-";"-";50;26;24;0.61720117908962;1;0.241569460030244;0.0367120874168882;0.67457343511214;"-";"-"
"3-Multi";10;"GREG_2";"-";"-";"-";63;41;22;0.955932502843778;1;0.709802893110827;0.222593190514279;0.500649507605357;"-";"-"
"3-Multi";11;"HUGH_14";"-";"-";"-";46;16;30;0.349150549638368;1;0.592932887501609;0.0303508239289187;0.808695102566227;"-";"-"
"3-Multi";12;"BONI_15";"-";"-";"-";41;14;27;0.2222076719254;1;0.843225390536747;4.78575894043711e-16;0.693075463852308;"-";"-"
"3-Multi";13;"MARK_7";"-";"-";"-";49;20;29;0.451951667019376;1;1;0.145735059882944;1;"-";"-"
"3-Multi";14;"ALBERT_16";"-";"-";"-";39;11;28;0.238067747280331;1;0.911286041181757;0.0207010301015498;0.700599267992797;"-";"-"
"3-Multi";15;"AMAND_13";"-";"-";"-";41;18;23;0.268264250340654;1;0.454676012301758;0.188512494965425;0.627118390060152;"-";"-"
"3-Multi";16;"BASIL_3";"-";"-";"-";57;31;26;0.435379354669608;1;0.701525356871353;0.634962659245039;0.575550554475112;"-";"-"
"3-Multi";17;"ELIAS_17";"-";"-";"-";52;33;19;0.336573366968834;1;0.654914227528133;0.559746991188377;0.644630969160945;"-";"-"
"3-Multi";18;"SIMP_18";"-";"-";"-";49;27;22;0.310210238179062;1;0.675271357385631;0.334581241132267;0.694700143248812;"-";"-"
"4-Multi";1;"ROMUL_10";"-";"-";"-";14;11;3;0.35625229149633;1;1.82938934626127e-16;0.0440095213863337;0.000141629655829394;"-";"-"
