"Layer";"Node";"Label";"Strength";"StrengthIn";"StrengthOut";"Degree";"DegreeIn";"DegreeOut";"PageRank";"Eigenvector";"Hub";"Authority";"Katz";"Multiplexity";"Kcore"
"1-Multi";1;"ACCIAIUOL";"-";"-";"-";1;1;1;0.143637905498702;1;1.63915079431633e-15;1.63915079431633e-15;0.000203178855601064;"-";"-"
"1-Multi";2;"ALBIZZI";"-";"-";"-";3;3;3;0.314858352156207;1;2.81366222277384e-15;2.81366222277384e-15;0.000365461997452604;"-";"-"
"1-Multi";3;"BARBADORI";"-";"-";"-";6;6;6;0.505311653414426;1;0.828957892319103;0.828957892319103;0.828943972751781;"-";"-"
"1-Multi";4;"BISCHERI";"-";"-";"-";6;6;6;0.477530395677471;1;0.731062727295714;0.731062727295714;0.7311813316244;"-";"-"
"1-Multi";5;"CASTELLAN";"-";"-";"-";6;6;6;0.478262970904066;1;0.830542745156616;0.830542745156616;0.83058830906491;"-";"-"
"1-Multi";6;"GINORI";"-";"-";"-";3;3;3;0.301897230955748;1;0.404645809530836;0.404645809530836;0.404610453023408;"-";"-"
"1-Multi";7;"GUADAGNI";"-";"-";"-";6;6;6;0.513599771075905;1;0.499266947650064;0.499266947650064;0.4994917999148;"-";"-"
"1-Multi";8;"LAMBERTES";"-";"-";"-";5;5;5;0.411657580447256;1;0.923579030438328;0.923579030438328;0.923343395549875;"-";"-"
"1-Multi";9;"MEDICI";"-";"-";"-";11;11;11;1;1;0.512095940091016;0.512095940091016;0.512534321219903;"-";"-"
"1-Multi";10;"PAZZI";"-";"-";"-";2;2;2;0.245126537698693;1;0.154518387873494;0.154518387873494;0.154540820576887;"-";"-"
"1-Multi";11;"PERUZZI";"-";"-";"-";7;7;7;0.541492723676203;1;1;1;1;"-";"-"
"1-Multi";12;"PUCCI";"-";"-";"-";0;0;0;0.0706576286031469;1;2.50430996948786e-16;2.50430996948786e-16;1.45616250672205e-05;"-";"-"
"1-Multi";13;"RIDOLFI";"-";"-";"-";3;3;3;0.281126448585109;1;3.87207401426149e-15;3.87207401426149e-15;0.000500966393462168;"-";"-"
"1-Multi";14;"SALVIATI";"-";"-";"-";3;3;3;0.334329520545053;1;0.154518387873495;0.154518387873495;0.154685717465279;"-";"-"
"1-Multi";15;"STROZZI";"-";"-";"-";4;4;4;0.346570151771967;1;3.99477543024719e-15;3.99477543024719e-15;0.000521864934185835;"-";"-"
"1-Multi";16;"TORNABUON";"-";"-";"-";4;4;4;0.369575160405548;1;0.154518387873497;0.154518387873497;0.154940116888579;"-";"-"
"2-Multi";1;"ACCIAIUOL";"-";"-";"-";1;1;1;0.143637905498702;1;1.63915079431633e-15;1.63915079431633e-15;0.000203178855601064;"-";"-"
"2-Multi";2;"ALBIZZI";"-";"-";"-";3;3;3;0.314858352156207;1;2.81366222277384e-15;2.81366222277384e-15;0.000365461997452604;"-";"-"
"2-Multi";3;"BARBADORI";"-";"-";"-";6;6;6;0.505311653414426;1;0.828957892319103;0.828957892319103;0.828943972751781;"-";"-"
"2-Multi";4;"BISCHERI";"-";"-";"-";6;6;6;0.477530395677471;1;0.731062727295714;0.731062727295714;0.7311813316244;"-";"-"
