"Layer";"Node";"Label";"Degree";"DegreeIn";"DegreeOut";"Strength";"StrengthIn";"StrengthOut";"PageRank";"Eigenvector";"Hub";"Authority";"Katz";"Multiplexity";"Kcore"
"1";1;"ACCIAIUOL";1;1;1;"-";"-";"-";0.210245679686202;0.306555965132178;0.307115521550336;0.307115521550336;0;"-";"-"
"1";2;"ALBIZZI";3;3;3;"-";"-";"-";0.542612600927959;0.566826450595887;0.566933582094417;0.566933582094417;0;"-";"-"
"1";3;"BARBADORI";2;2;2;"-";"-";"-";0.344959205008427;0.491887456045355;0.491985287035752;0.491985287035752;0;"-";"-"
"1";4;"BISCHERI";3;3;3;"-";"-";"-";0.472247397793686;0.657675006443019;0.657203734859865;0.657203734859865;0;"-";"-"
"1";5;"CASTELLAN";3;3;3;"-";"-";"-";0.475459501137265;0.602756261487072;0.601955135813989;0.601955135813989;0.178228627090405;"-";"-"
"1";6;"GINORI";1;1;1;"-";"-";"-";0.222319249949123;0.173571133389143;0.174114102749327;0.174114102749327;0.178228627090405;"-";"-"
"1";7;"GUADAGNI";4;4;4;"-";"-";"-";0.674802629576481;0.671835368955076;0.671880457318837;0.671880457318837;0.356457254180811;"-";"-"
"1";8;"LAMBERTES";1;1;1;"-";"-";"-";0.211974571804537;0.206164064777174;0.206344917068953;0.206344917068953;0.287979680788095;"-";"-"
"1";9;"MEDICI";6;6;6;"-";"-";"-";1;1;1;1;0.534685881271216;"-";"-"
"1";10;"PAZZI";1;1;1;"-";"-";"-";0.247253897277762;0.104120145327194;0.104142674787018;0.104142674787018;0;"-";"-"
"1";11;"PERUZZI";3;3;3;"-";"-";"-";0.4654821769136;0.641576646636161;0.64077431356582;0.64077431356582;0.411332781029655;"-";"-"
"1";12;"PUCCI";0;0;0;"-";"-";"-";0.068579013019535;0.0948306843702215;1.67731007976426e-17;1.67731007976426e-17;0;"-";"-"
"1";13;"RIDOLFI";3;3;3;"-";"-";"-";0.477133453101787;0.793316301389979;0.793739761782725;0.793739761782725;0.34285520763694;"-";"-"
"1";14;"SALVIATI";2;2;2;"-";"-";"-";0.4204114923723;0.33921630484021;0.339099353433198;0.339099353433198;0.521083834727345;"-";"-"
"1";15;"STROZZI";4;4;4;"-";"-";"-";0.604170396220997;0.828174526667868;0.827268771703698;0.827268771703698;1;"-";"-"
"1";16;"TORNABUON";3;3;3;"-";"-";"-";0.488829050183377;0.756578541858273;0.75723023953443;0.75723023953443;0.914626580546534;"-";"-"
"2";1;"ACCIAIUOL";0;0;0;"-";"-";"-";0.0728661875528444;0.259536534156504;3.22390000683528e-17;3.22390000683528e-17;0;"-";"-"
"2";2;"ALBIZZI";0;0;0;"-";"-";"-";0.0728661875528444;0.259536534156504;3.22390000683528e-17;3.22390000683528e-17;0;"-";"-"
"2";3;"BARBADORI";4;4;4;"-";"-";"-";0.675688435838823;0.837606625821407;0.828957892319103;0.828957892319103;0;"-";"-"
"2";4;"BISCHERI";3;3;3;"-";"-";"-";0.483143656902614;0.71965188213945;0.731062727295713;0.731062727295713;0;"-";"-"
